;review_id;rating;title;review_date;user_name;review;response_id;dev_response;response_date;lang-r;lang-t;lang
52;4609437956;5;Respir;2019-08-13T04:42:31Z;fabemol;Très bonne applications qui donne une idée sur la qualité de l’air;;;;fr;;fr
84;4602120111;5;Super 👍;2019-08-11T14:16:38Z;Catiouchka;Vraiment très utile bien faite et précise 😍;;;;fr;;fr
26;4576711381;5;Efficace et facile à utiliser;2019-08-06T10:56:27Z;McCarnx;Simple à utiliser et aussi important que les applis concernant la qualité des produits alimentaire;;;;fr;;fr
10;4521425112;5;Très bien faite;2019-07-26T18:10:07Z;Moovingreen;Top rien a dire nous permet de choisir le chemin le moins polluer possible.;;;;fr;;fr
66;4496432536;5;Parfaite pour prendre une décision;2019-07-21T10:21:52Z;Mg1301;Nous sortons en balade en jetant un coup d’œil sur la pollution de l’air. Cela rassure. Nous l’apprécions tous dans la famille. Mile;;;;fr;;fr
102;4484827736;5;Indispensable;2019-07-19T10:56:37Z;lleo94;Être informé par d’autres moyens que les médias traditionnels est une nécessité.;;;;fr;;fr
23;4446829330;5;Bonne appli;2019-07-12T07:34:15Z;Bjc4681;Cette appli permet d’être informé de la pollution et permet d’adapter mes activités extérieures en fonction;;;;fr;;fr
64;4229672091;5;Utile;2019-05-29T11:39:10Z;killian_6;Toujours intéressant de connaître l’état de l’aire en temps réel pour adapter ses activités !;;;;fr;;fr
247;4170158180;5;Très utile;2019-05-18T14:23:10Z;Génialeeeeesss;Je recommande, elle fonctionne très bien;;;;fr;;fr
269;4127327565;5;Très utile;2019-05-10T07:30:38Z;Pinktoniq;Très bonne application;;;;fr;;fr
46;4108227281;5;Indispensable;2019-05-06T08:08:45Z;Mijusum;Ayant habité en Chine, je suis très vigilante à la qualité de l’air et adapte l’activité familiale au degré de pollution.;;;;fr;;fr
135;4105412906;5;Super application et intuitive 💪🏻👍;2019-05-05T17:34:04Z;senioye_95;Cette appli ma appris à mieux connaître notre environnement et se qu’on respire je le conseille a 100%;;;;fr;;fr
264;4059470926;5;Parfait simple;2019-04-25T18:40:11Z;lea051289;Lisible et efficace;;;;fr;;fr
226;4044766730;5;Très utile;2019-04-22T07:00:40Z;BertrandWest;Très utile, vivement que l’on puisse avoir des relevés pour toutes les communes;;;;fr;;fr
170;4014524582;5;Informatif et simple;2019-04-15T06:06:24Z;GT81;"Très bonne application 
Visuelle, simple et très pratique";;;;fr;;fr
1;4004281790;5;Très utile !;2019-04-12T20:00:15Z;lucasfinck1211;"Cela fait désormais une semaine que j’ai téléchargé cette application et le concept de pouvoir connaître la qualité de l’air près de chez soi  est génial !

Même s’il est vrai que je ne suis pas forcément une personne sensible, lors d’un gros pic de pollution j’ai ressenti de légères difficultés à respirer, respiration sifflante, toux qui sont des symptômes de la pollution c’est donc pour cette raison que j’ai décidé de télécharger cette application afin d’éviter mes déplacements et activités en fonction du niveau de pollution !";;;;fr;;fr
62;3983725279;5;Fait le job;2019-04-07T19:58:01Z;Real Greg;Me permet d’éviter de courir sur les pics de pollution automobile en zone urbaine. Compatible Avec la watch.;;;;fr;;fr
15;3951347513;5;Très utile;2019-03-31T13:07:27Z;JPQ Paris;Cette App est formidable, très simple à utilisée et j’aime bcp les notifications. Merci;;;;fr;;fr
151;3939317420;5;Nécessaire;2019-03-29T02:14:54Z;Roll000;Application nécessaire en voyage entre autres au Népal et Inde.;;;;fr;;fr
75;3931498679;5;Très bonne Appli pour veiller à sa santé !;2019-03-27T03:52:25Z;Torrin44;Très utile dans un pays comme la Thaïlande où l'on subit chaque année, en Mars, les méfaits des fumées occasionnées par les brûlis forestiers !;;;;fr;;fr
228;3864066591;5;Indispensable;2019-03-10T05:29:07Z;Aipicure;Mieux respirer, mieux vivre;;;;fr;;fr
162;3857994146;5;Très bien;2019-03-08T19:06:01Z;RueilMalmaison;Super.;;;;id;fr;fr
106;3852122507;5;Très utile;2019-03-07T08:00:22Z;Magiwachtel;Application très utile pour comparer le ni eau de pollution et surtout savoir quels sont les bons moments pour faire du sport en extérieur;;;;fr;;fr
238;3841546001;5;Super 👍;2019-03-04T12:46:55Z;Renardo 🦊🐷;Très bien nous;;;;fr;;fr
20;3841084355;5;Une appli fiable et précise !;2019-03-04T10:12:58Z;엠마야;Appli très pratique, voire indispensable quand on vit dans des zones très polluées. Gère aussi le widget qui permet de jeter un coup d’œil à tout moment !;;;;fr;;fr
58;3823296155;5;Utile pour décider s’il fait bon aller courir;2019-02-28T07:18:43Z;PizzaCaviar;Pratique le rapport quotidien pour organiser les activités de sports à l’extérieur ou non...;;;;fr;;fr
250;3813491803;5;Top;2019-02-25T14:21:12Z;Gaga!!!❕❕;Très simple d’utilisation;;;;fr;;fr
16;3799927190;5;Bien utile, merci.;2019-02-22T08:58:29Z;Celine75;"Cette application est très simple de lecture, sans publicité, et me permet d’adapter mes trajets en scooter dans Paris, en évitant les zones trop polluées. Cela me permet aussi de comprendre pourquoi je tousse car cela correspond toujours à des pics de pollution.
Merci";;;;fr;;fr
248;3779140956;5;Excellente application;2019-02-17T05:05:00Z;Grenade0733;Très utile;;;;fr;;fr
59;3731852011;5;Pratique;2019-02-04T09:42:08Z;mariehln;Très interessant...! Et du coup... je regrette mon choix d’habitation 😉 Je sors au vert et fait le plein d’oxygène !;;;;fr;;fr
200;3713603521;5;Excellente application;2019-01-30T19:28:05Z;Thorame;L’appli me sert régulièrement. Très pertinente.;;;;fr;;fr
53;3700010385;5;Pratique quand on veut quitter Paris et la pollution;2019-01-27T09:18:02Z;loulouparis19;Pratique quand on veut quitter Paris et la pollution et choisir une autre ville ou s’installer;;;;fr;;fr
278;3676393673;5;Parfait;2019-01-21T06:19:16Z;Bu-nga;"Parfait 
Très lisible et compréhensible";;;;fr;;fr
190;3667706234;5;Avis d'un runner;2019-01-19T05:57:28Z;Jo loko 72;Super précis !;;;;fr;;fr
100;3622701400;5;En vallée de l Arve indispensable;2019-01-07T13:01:20Z;Fredphoto;Une notification le matin pour voir si on prend deux ou une voiture ou faire du sport ou pas !!!;;;;fr;;fr
87;3580607161;5;D’utilité publique;2018-12-27T18:20:56Z;Neeeo92;On aimerai plus de capteurs et plus de précisions.;;;;fr;;fr
130;3578646049;5;Très bonne application;2018-12-27T08:23:23Z;Juan-Gabos;Application très utile notamment pour les personnes ayant des problèmes respiratoires.;;;;fr;;fr
260;3552703183;5;Dubaï....;2018-12-20T17:30:51Z;lepezz;"Excellente appli, enfin une mesure de ce que l'on voit....ciel jaune, poussières en suspension....., 1.000.000 de voitures/ camions transitent tout les matins et tout les soirs entre Dubaï et Sharjah, plus la pollution industrielles....
Voici plus de 10 ans qu'ils ont arrêté de publier la qualité de l'air, or la ils sont b.... car la balise est a l'ambassade américaine et les pouvoirs publics n'ont aucun contrôle dessus afin de nous faire croire que l'air y est le plus pure du monde dans ce pays fabuleux ou tout les gens sont heureux ....";;;;fr;;fr
104;3521594659;5;Vraiment utile;2018-12-12T06:55:17Z;JolesLisa;App très bien pensée, ultra pratique à consulter et qui pousse chaque matin la qualité de l’air à l’endroit où on se trouve;;;;fr;;fr
208;3495056427;5;Excellent;2018-12-05T07:03:35Z;Nch madrid;Très utile. Encore mieux en achetant leurs appareils filtrant la pollution.;;;;fr;;fr
40;3487843481;5;Simple et efficace;2018-12-03T06:08:52Z;perolili;Informations claires et fiables quand à la qualité de l’air .;;;;fr;;fr
287;3479875669;5;Top;2018-12-01T05:21:52Z;Claire VR;Très bonne application;;;;fr;;fr
221;3467886745;5;Best app for air quality;2018-11-28T00:18:23Z;Wilko2505;Essential app !;;;;ca;fr;fr
54;3446673221;5;Super intéressant pour connaître l’évolution de nos pollutions et se prémunir;2018-11-22T10:45:03Z;Roc de tougne;Excellente application qui nous permet de suivre l’évolution des dégâts causés par l’humanité sur notre air;;;;fr;;fr
301;3446126924;5;Super bien;2018-11-22T07:04:00Z;sensiytrfg;Tres utile, je me sens en Sécurité tous les matins!;;;;fr;;fr
122;3381845781;5;Top;2018-11-05T01:05:50Z;ingridbkk;Nombreux spots tres utile;;;;fr;;fr
223;3363538206;5;Tres utile;2018-10-31T05:03:26Z;Patach92;Application très utile, particulièrement dans les régions exposées à la pollution;;;;fr;;fr
27;3350550228;5;User;2018-10-27T16:21:41Z;user Clara;C’est très utile pour tous les jours à surveiller la pollution. Nous utilisons le purificateur d’air de la même marque depuis des années. Avec cet app, on voit encore plus claire le changement de pureté de l’air. C’est très efficace.;;;;fr;;fr
241;3349020881;5;Clair, fiable et utile.;2018-10-27T08:35:37Z;Cémoi Laurent;Très bonne application. Je recommande.;;;;fr;;fr
14;3337281522;5;AirVisual;2018-10-24T07:39:55Z;LEPAUL88;"C'est le TOP ! possédant des capteurs personnels pour mesurer la pollution de l'air (intérieur et extérieur) > je peux affirmer que cette application est très précise sur le lieu annoncé.
Dommage néanmoins qu'il n'y ait pas plus ""de capteur"" pour couvrir plus amplement notre territoire ...
LA QUALITÉ DE L'AIR EST DE TOUTE PREMIÈRE IMPORTANCE pour notre SANTÉ > pour le choix de nos ACTIVITÉS !";;;;fr;;fr
150;3325735107;5;Très bien;2018-10-21T05:20:25Z;Mak75;Très utile et facile à utiliser;;;;fr;;fr
197;3277960837;5;Enfin état des villes du monde dans une appli;2018-10-08T12:36:19Z;Rolw351;Utile et clair;;;;fr;;fr
319;3266055998;5;Super app;2018-10-05T10:49:23Z;Djeepywa;Rien à dire c’est parfait;;;;fr;;fr
60;3106412271;5;Super;2018-08-24T04:54:17Z;Marc Annecy;"Je l'utilise tous jours avant de courir !
Au dessus de 50 je marche en dessous je cours ! Au-dessus de 80 je bouge pas !";;;;fr;;fr
274;2996452052;5;Top;2018-07-31T12:48:19Z;dargone;Application très utile pour la pollution;;;;fr;;fr
24;2991311844;5;Très bien fait son job;2018-07-30T10:51:36Z;Vavise;Manque juste peut être quelques points de mesure mais est ce la faute de l’appli ou juste le fait qu’il n’y a pas de mesures dans certaines régions/départements (comme le Var);;;;fr;;fr
80;2920571869;5;Ça marche bien 🎶;2018-07-17T03:44:47Z;Rex31170;C’est une application qui marche très bien, je suis en Californie actuellement et j’ai tout de même les chiffres de la qualité de l’air ! C’est super 😊;;;;fr;;fr
203;2890594994;5;Très pratique et bien faite.;2018-07-12T09:22:39Z;Krumbaum;Rien à dire. Vraiment bien.;;;;fr;;fr
94;2817785893;5;Excellente application !;2018-07-02T08:17:42Z;chris29041971;Plus il y aura de points de relevé, mieux ce sera !;;;;fr;;fr
96;2676433446;5;Bonne application;2018-06-11T12:04:27Z;Brocard59;Intéressant quand on habite en ville....;;;;fr;;fr
255;2664233730;5;Tres tres bien !;2018-06-09T04:30:53Z;Kurtis Newton;Merci pour cette appli très bien faite et pratique pour moi qui vit à Téhéran.;;;;fr;;fr
136;2650594047;5;Bravo;2018-06-06T13:14:38Z;Watitus;Parfois surprenant, mais toujours intéressant, une appli vraiment utile.;;;;fr;;fr
41;2648570376;5;Saze;2018-06-06T05:02:16Z;Rigaon;J’utilise souvent l’application et de plus une station d’analyse se trouve dans mon village;;;;fr;;fr
202;2597618246;5;Géniale;2018-05-26T07:15:37Z;Kiwwwix;Excellente application, pour prendre soin de ses poumons !!;;;;fr;;fr
44;2440206630;5;Indispensable quand vous vivez à Pékin;2018-04-19T09:05:54Z;Steven Masini;Il existe une multitude d’applications pour vérifier la qualité de l’air, mais je trouve celle-là bien faite.;;;;fr;;fr
5;2429380521;5;excellent !;2018-04-16T12:39:24Z;JeromeDdy;"et toujours en accord avec d’autres mesures faites à Pékin, en tous cas pour ce qui me concerne
m’as les données ne sont pas équivalentes à celles d’airmatters...
une raison ?";;;;fr;;fr
220;2412800425;5;Excellent;2018-04-12T08:43:53Z;strasbourg 67100;"Cette application est vivement conseiller pour les personnes sensible 
Elle est fiable";;;;fr;;fr
265;2348205760;5;Très ergonomique - et utile surtout;2018-03-26T11:19:13Z;Kholidbis;Bonne app;;;;fr;;fr
132;2224990670;5;Utile;2018-02-19T12:16:07Z;chrispajot;Cette app donne des indices détaillés et fiables très utile au quotidien;;;;fr;;fr
153;2194797406;5;AirVisual;2018-02-11T11:07:26Z;MimiDpr;Bonne application relativement fiable;;;;fr;;fr
262;2039784104;5;Très;2017-12-30T02:44:00Z;Brunsun9313;Révélateur !;;;;fr;;fr
131;1663231654;5;Fiable !;2017-06-30T06:25:20Z;lamouchedu43;Fiable,simple utile.;;;;fr;;fr
108;1588349645;5;Simple et pratique;2017-04-14T06:59:56Z;Brd80;Une application simple et pratique, et qui fonctionne bien. De plus gratuite que demander de plus ?;;;;fr;;fr
246;1565346849;5;AirVisual;2017-03-16T04:54:03Z;Topofix;Bonne app simple et pratique;;;;fr;;fr
36;1561320956;5;Bonne application qui semble bien renseignée;2017-03-10T10:15:36Z;jfhubert;"Le nombre de stations de mesure semble élevé, la précision est la. 
Merci beaucoup !";;;;fr;;fr
43;1542070495;5;Très utile;2017-02-11T10:04:20Z;Salahouddini;Nous permet de se rendre compte de l'état de l'air ambiant. Peut-être aussi de ne pas prendre sa voiture ou moto quand il est mauvais.;;;;fr;;fr
57;1530397864;5;Très pratique;2017-01-25T18:43:40Z;Addlhabass;"Vraiment super pro et très instructive cette appli 
Domage qu'il n'y ai pas plus de point de Controle";;;;fr;;fr
50;1530014337;5;Indispensable;2017-01-25T07:25:02Z;Regis7669;"Cette application est vraiment utile et nous sensibilise au problème de la pollution et son impact sur la qualité de l'air
Il manque des villes importantes Le Havre, Rouen, Genève";;;;fr;;fr
330;1528795962;5;nulnul;2017-01-23T13:38:40Z;Angers prolly;parfait;;;;fr;;fr
276;1526993307;5;GRENOBLE super;2017-01-21T06:36:14Z;chrbre;Excellent partout où je me déplace !;;;;fr;;fr
6;1521726008;5;Top appli;2017-01-14T06:56:17Z;Kaxiaojie;De retour de Chine, nous sommes malheureusement bien habitués aux problèmes de pollution et à consulter les applications de mesures de qualité de l'air ... AirVisual est précise et très facile à consulter, correspond tout à fait à nos besoins, merci beaucoup !!;;;;fr;;fr
3;1517811476;5;Indispensable;2017-01-08T11:50:03Z;pascalwirth;Très bonne application, une démarche réseau afin de développer un système de mesures communautaire grâce à aux objets connectés;;;;fr;;fr
45;1514234592;5;Très utile !;2017-01-03T02:16:35Z;Luomweupe;Des informations très fiables oui mais la pastille rouge de notification n'indique pas automatiquement la valeur du lieu où l'on est. Dommage...;;;;fr;;fr
2;1513779072;5;Pays de Savoie -> utile!!!;2017-01-02T09:00:04Z;Pornawak333;Habitant d Annecy, ville magnifique mais fortement polluée par le passage des véhicules (dont le mien malheureusement), cuvette naturelle, émanations et pollution de l air de la societe Aptar ainsi que du manque de volonté des politiques locaux cette application nous montre avec précision me type de pollution, horaires et previsions. Une des meilleures que j ai testé. Je vais aussi acheter leur Node pour test locaux. Et pourtant je suis loin d etre écolo (politiquement) 😉;;;;fr;;fr
0;1512229481;5;Parfait;2016-12-30T22:00:51Z;PaysDuMontBlancPollué;Appli indispensable au pays du Mont-Blanc, et appareil Node très facile d'utilisation, très fiable (testé près d'une station de mesure de la qualité de l'air). Très utile dans notre quotidien pour changer nos habitudes de vie et ainsi contribuer à améliorer la qualité de l'air dans la maison mais également à l'extérieur. Et bravo à l'équipe d'AirVisual d'être disponible rapidement quand nous avons des questions sur l'utilisation du Node et l'interprétation des résultats. Petit bémol: durée de la batterie très limitée, mais c'est un détail.;;;;fr;;fr
35;1507122087;5;Très bien;2016-12-23T03:57:04Z;Nougarede;Bonne application qui remplit parfaitement sa fonction, de bonne information fiables et une localisation impeccable que demander de plus !;;;;fr;;fr
17;1498246528;5;La plus fidèle des applications;2016-12-08T15:57:32Z;play13;J'ai testé 3-4 autres applications du même type, c'est la seule qui indique des données fiables.;;;;fr;;fr
211;1399779962;5;Parfait;2016-06-24T22:05:53Z;Bestvano;Très bonne appli;;;;fr;;fr
187;1364862284;5;Very good soo;2016-04-17T14:36:22Z;Bsieff;Tres bonne appli. Inclus des prévisions AQI.;;;;fr;;fr
183;1345751400;5;Nombreuses stations, application ludique;2016-03-10T15:35:21Z;Celllllllliiiiiiiiii;"L'application ludique et agréable.
Nombreuses stations
Prévisions météorologiques sur 4 jours, séquencées toutes les 3 h. 
Carte mondiale de la pollution de l'air.
Historique des indices IQA, NO2, MP10";;;;fr;;fr
184;1340766096;5;Très bon projet! La seule ressource en la matière qui vaux la peine qu'on la soutienne !;2016-02-29T23:57:28Z;Quentin155;Un projet novateur, ambitieux, qui à mon avis va aller très loin !!;;;;fr;;fr
186;1295255838;5;Très utile;2015-12-03T14:41:41Z;Moonlight79;Travaillant à Pékin, je l'utilise tous les jours car la pollution est très fréquente ici.;;;;fr;;fr
185;1294342367;5;formidable;2015-12-01T14:47:41Z;heidimoma21;une app qui changera la vie des victimes de la pollution. au moins elles seront averties. En Chine, mais aussi à Paris;;;;fr;;fr
206;5890657131;4;Jam470;2020-05-01T23:39:27Z;jamo47000;Bonne application bien dans ensemble juste un peut technique pour comprend je note 4/5;;;;fr;;fr
249;5777624373;4;Très bien;2020-04-07T21:15:05Z;Marko albania;Shume i mire;;;;sq;fr;fr
236;5529116566;4;Qualité de l air;2020-02-14T08:19:03Z;urkaGlee;Dommage qu’il n y ait pas la qualité de l air à St Georges d Orques 34680!;;;;fr;;fr
280;5468953039;4;Info pollution;2020-01-31T06:36:43Z;mlimagine;Continuer;;;;fr;;fr
176;5463578709;4;Appli reconnue;2020-01-29T21:16:25Z;Eco golf;cet appli semble precise et reconnue très bien;;;;fr;;fr
159;5359822800;4;Pratique pour le cycliste que je suis;2020-01-04T13:26:42Z;BePatman;Ça me permet de savoir si je dois rester raisonnable dans ma façon de pédaler avant de partir au taf.;;;;fr;;fr
83;5163222775;4;Bonne apli;2019-11-18T08:07:47Z;chef-arno;Manque juste la partie pour l'Apple watch et et une notification pour les alertes pic de pollutions;;;;fr;;fr
61;4682724672;4;La qualité de l’air est une chose importante dans ce pauvre monde;2019-08-27T19:44:16Z;Matt8374;"On néglige notre air.
Cette application nous rappelle la piètre qualité de l’air.";;;;fr;;fr
259;4682537045;4;Bien utile !;2019-08-27T18:32:40Z;mayanil;Bien utile surtout quand on fais attention à sa santé et à notre environnement !;;;;fr;;fr
71;4637924883;4;sympathique, mais ...;2019-08-18T19:23:56Z;panice;"Une approche simple et efficace sur un problème de santé public. 
Cependant, le calcul de l'indice devrait nous être donné avec la base de calcul et la formule utilisée.";;;;fr;;fr
56;4609787889;4;Indispensable et nécessaire;2019-08-13T06:56:44Z;Tanine27;Pourrait être plus précis s'il y avait plus de contributeurs,.... mais l'équipement reste un réel investissement financier.;;;;fr;;fr
209;4606847171;4;Super application;2019-08-12T13:45:45Z;la pardieu;C’est application est très utile et je vous conseil fortement de l’installer . Et comme ça la Chine pourra peut-être voir qu’il faut arrêter de polluer;;;;fr;;fr
178;4555697598;4;Très bien;2019-08-02T12:51:06Z;FGO ;Domage que le capteur personnel soit si cher;;;;fr;;fr
199;4527729238;4;Les indices !;2019-07-27T20:23:37Z;eddy9781;"Très utile 

Il manque juste les drapeaux 
Vert,Jeune,orange,rouge 
Pour les indices";;;;fr;;fr
282;4495765802;4;Parfait;2019-07-21T07:03:07Z;Vélo mbc;Fais parti du quotidien;;;;fr;;fr
272;4356981992;4;Jeang1618;2019-06-23T07:50:51Z;Jeang1618;Très bien;;;;fr;;fr
19;4266578189;4;Utile;2019-06-05T09:03:33Z;Warty007;Important pour planifier l’activité de sa journée et son mode de transport;;;;fr;;fr
25;4127104651;4;Qualité de l air;2019-05-10T06:22:22Z;franck 333;Application qui permet de suivre avec efficacité la qualité de l air et d agir en conséquence;;;;fr;;fr
76;4088831216;4;Précision et utilité;2019-05-02T08:15:58Z;ch.ctc94;"Données fournies précises et donc très utiles.
Je recommande";;;;fr;;fr
172;4069539443;4;Pollution;2019-04-28T01:20:59Z;Hatun;M’aide à organiser mes activités de personne âgée.;;;;fr;;fr
258;4057049021;4;Très belle application;2019-04-25T07:03:07Z;Monalissa13;Bravo;;;;sk;fr;fr
267;4049083127;4;AirVisual;2019-04-23T08:07:09Z;Abbeda;Indispensable en milieu urbain !;;;;fr;;fr
134;3975877569;4;Pratique et efficace;2019-04-06T06:06:02Z;icecreamoto;Utile lors d’activités sportives ou pour les phases d’allergies;;;;fr;;fr
99;3938016922;4;Pratique et utile;2019-03-28T18:26:23Z;Stéphan56;Très bien maintenant à savoir si les chiffres soit bon .. mais si c’est le cas c’est très bien;;;;fr;;fr
277;3889295141;4;Très utile;2019-03-16T18:15:17Z;Birdygirl6;Tres utile quand on a des problèmes respiratoires;;;;fr;;fr
29;3864288550;4;Pratique et fonctionnel;2019-03-10T06:49:29Z;yadestunes;Je regarde régulièrement l’indice de la qualité de l’air là où je me trouve (je voyage souvent). C’est d’abord ludique puis c’est devenue pratique. Une vraie prise de conscience au fur et à mesure qu’on se rencontre que l’air que nous respirons est parfois mauvaise;;;;fr;;fr
225;3860145927;4;Très fiable;2019-03-09T08:09:36Z;OlivierB06;Je recommande;;;;fr;;fr
195;3852125251;4;Application très utile;2019-03-07T08:01:27Z;misterps78;Souffrant d’une maladie pulmonaire, j’apprécie les informations que je trouve dans cette application;;;;fr;;fr
72;3844414401;4;Une appli désormais indispensable;2019-03-05T07:03:37Z;Bobden007;"Remet les idées en place, notamment quand l’on pense que notre air est le meilleur !
Très utile et facile d’utilisation.";;;;fr;;fr
107;3834300667;4;Et les pollens;2019-03-02T21:35:23Z;Glader_;Pas mal mais demande à être amélioré sur tout la présence d’autres indices comme les pollens, rayonnement magnétique ou UV...;;;;fr;;fr
86;3821421982;4;Normandie;2019-02-27T18:05:27Z;Elasto14;C'est à Pékin que j'ai téléchargé l'application qui est indispensable dans ce pays mais aussi dans nos capitales et grosses villes européennes. Facile et conviviale à utiliser. Bravos;;;;fr;;fr
74;3803689529;4;Pratique lorsque l'on vit dans une grande villr;2019-02-23T06:57:12Z;Laowai1975;Très utile lorsque vous voulez savoir la qualité de l'air que vous respirez.;;;;fr;;fr
91;3775723801;4;Très utile;2019-02-16T09:01:22Z;Angry_rooster;Application bien faite et très utile pour avoir une idée de la pollution de l’air . Plus de sources dans certains endroits rendraient l’application plus précise .;;;;fr;;fr
31;3672715538;4;Application très utile;2019-01-20T09:02:19Z;YW otaku;C’est très intelligent d’avoir créé une application qui nous informe de la qualité de l’air. Malheureusement, lorsque l’air est très pollué, il est plutôt conseillé un masque anti pollution mais le masque et les recharges de filtre ne sont pas facile à trouver en magasin et cela coûte assez cher;;;;fr;;fr
49;3469932467;4;Très bien mais la version française serait mieux;2018-11-28T13:27:54Z;Rodl31000;"Insuffisant respiratoire, j'apprécie cette application qui me donne des informations sur ma région. Elle me permet de savoir si et quand je peux sortir sans prendre trop de risques.
Mais une version française serait bienvenue";;;;fr;;fr
300;3462933457;4;AirVisual;2018-11-26T14:57:34Z;EspritVoltair;Très utile !;;;;fr;;fr
85;3445423066;4;Cristalzen;2018-11-22T02:33:10Z;Cristalzen;Très fluide et informative, excellente application !;;;;fr;;fr
13;3421254213;4;Très utile;2018-11-15T17:12:45Z;Lolià;Permet de connaître la qualité de l’air très facilement, il manque encore un développement de la liste des villes disponibles mais globalement la géolocalisation est assez efficace et on peut connaître la qualité de l’air dans un rayon assez proche;;;;fr;;fr
177;3401616365;4;Info claire;2018-11-10T11:06:51Z;Ouikaind;Excellente appli pour une consultation rapide;;;;fr;;fr
196;3367579788;4;Bonne application;2018-11-01T08:06:22Z;leinadd4;Très bien mais le widget associé s’évertue à ne vouloir afficher que Paris;;;;fr;;fr
175;3353805206;4;Je recommande, surtout pour des personnes qui font de l’asthme;2018-10-28T12:55:53Z;nadysa;Je regarde tout les matins. L’application influence mes sorties, et quand c’est 75, restez chez vous, je vous le recommande.;;;;fr;;fr
263;3299968077;4;Intéressant;2018-10-14T07:50:32Z;froy2;Étonnant de voir à quel point la qualité est variable d’un endroit à l’autre, même très proche.;;;;fr;;fr
224;3277310452;4;Utile!;2018-10-08T09:13:56Z;chris.connexion;C’est comme la météo. Nous nous informons tous les jours.;;;;fr;;fr
275;3252173537;4;Très utile;2018-10-01T15:44:55Z;pekin 84;Application très utile pour savoir où l’on en est quand on voyage;;;;fr;;fr
68;3216339399;4;Pas mal !!!;2018-09-22T07:06:16Z;chenouille;Utile pour  les personnes allergiques , tous les jours au réveil un regard aux taux annoncés pour pouvoir se protéger au maximum de la pollution;;;;fr;;fr
252;3143773665;4;Très bonne appli;2018-09-02T06:40:33Z;lisalef98;Appli fonctionnelle et très intéressante;;;;fr;;fr
179;2986106060;4;Belle application;2018-07-29T07:22:51Z;TG01;Ergonomique, quant à la véracité des mesures je ne suis pas expert.;;;;fr;;fr
18;2896098585;4;Très bon;2018-07-13T01:42:05Z;PierrotNC;Serait parfait si la base de données était plus complète. Par exemple impossible d’avoir une estimation à Nouméa. Il existe pourtant des capteurs...;;;;fr;;fr
33;2875310588;4;Excellente appli;2018-07-10T05:18:00Z;Roger felbow;Depuis 2 ans j'utilise cette appli qui indispensable ! Petit bémol je préférais l'ancienne interface moins jolie mais plus lisible;;;;fr;;fr
78;2644015953;4;Avis sur l’application;2018-06-05T06:42:46Z;nenya2017;"Application très bien, points d’information à multiplier car certaines zones sont éloignées du point de test. 
Bravo à poursuivre !";;;;fr;;fr
9;2597514105;4;Piste d’amélioration;2018-05-26T06:45:26Z;Stéphane Vial;La lecture des prévisions est peu user friendly;;;;fr;;fr
139;2432470942;4;Parfait pour connaître la qualité de l’air;2018-04-17T09:02:16Z;fredbaja;Génial bien fait et donne des informations pertinentes;;;;fr;;fr
173;2349814166;4;Pas mal;2018-03-26T21:03:24Z;Eunil eeee;C’est pratique ! Et je vérifie souvent avant sortir;;;;fr;;fr
89;1542018454;4;Indispensable;2017-02-11T08:32:40Z;Chouette08;"Enfin une application claire, pratique et d'une utilité devenue indispensable à une époque où la pollution menace de plus en plus nos vies.
Bravo pour les concepteurs de de cette application complète et facile.

G. Rouyer";;;;fr;;fr
4;1508935600;4;Recherche de ville;2016-12-25T20:42:43Z;YodaMoi;"Très bonne appli. mais la recherche de ville manque de ""souplesse""...";;;;fr;;fr
215;1386913122;4;Super;2016-05-31T16:00:39Z;Tumizolu;Très belle app;;;;fr;;fr
105;5795302327;3;Particules fines;2020-04-11T09:42:00Z;Breath 71;Dans les Hauts-de-France , on est pollué aux particules fines et pourtant on est en zone orange!!;;;;fr;;fr
